X1,Y1,Z1
1.567378061,-1.296302751,24.84622717
0.360293061,-0.980735194,21.11665461
-0.217610823,-0.914153652,17.99261647
-0.575459661,-1.133803796,15.35533642
-0.948439821,-1.678465262,13.14400341
-1.508054577,-2.697171963,11.34790007
-2.455764135,-4.510129393,10.0612769
-4.101494233,-7.662601903,9.668571044
-6.896067978,-12.77027076,11.34293708
-11.14154328,-19.14828979,17.78142481
-15.55944013,-20.91416904,30.85616282
-15.90367973,-11.08842863,41.33123956
-10.73390593,-0.022493963,39.13466124
-4.774478687,3.604560714,32.46243891
-0.913026947,3.74346693,27.11830505
1.13802198,3.604639433,23.15745132
2.341003344,4.081193006,20.11215666
3.413663087,5.373811526,17.89080363
4.819728833,7.636766547,16.72319878
6.878771175,10.96244188,17.26739891
9.672431027,14.73848906,20.68788507
12.53183867,16.43758563,27.55312389
13.61179208,12.83624357,34.58813206
11.59730907,6.154497634,36.21339349
7.940901411,1.875768122,32.90318305
4.837138546,0.734039117,28.43556482
3.030260996,1.023807757,24.40187448
2.298286273,1.761560441,20.98909817
2.293770629,2.768695606,18.16611955
2.848222579,4.233067328,15.9712054
3.999123628,6.508398733,14.61903563
5.943056355,9.982135353,14.72062674
8.875987422,14.54365216,17.62016544
12.41157121,17.96884391,24.90658674
14.57133817,15.36474156,34.39634168
12.93944616,7.086341889,38.16504901
8.61209876,1.03076365,34.78082407
4.64479382,-0.703964721,29.62580315
2.233555605,-0.576717204,25.11557275
1.078273963,-0.122214858,21.36992241
