X1
4
15
25
15
21
12
9
11
5
7
18
5
5
14
5
7
7
19
1
14
4
8
1
13
9
4
15
14
15
20
12
9
11
5
20
8
5
13
19
1
13
9
1
13
9
4
15
14
15
20
12
9
11
5
7
18
5
5
14
5
7
7
19
1
14
4
8
1
13
