X1,Y1,Z1
0.073091157,-1.073650823,0.434872162
0.23134407,-1.127919066,0.222941886
0.424318957,-1.149459857,0.14369884
0.627739004,-1.131221033,0.114745916
0.826733822,-1.069508284,0.105429743
1.009865524,-0.96301711,0.104046555
1.167176003,-0.812548382,0.105886953
1.289708699,-0.620930796,0.108863037
1.369573945,-0.392971558,0.111883392
1.400207657,-0.135366129,0.114249907
1.376680195,0.143459667,0.115454238
1.295987909,0.433583223,0.115139585
1.157290545,0.723892687,0.113126666
0.962073655,1.002460682,0.109446985
0.714226511,1.256972669,0.104345841
0.420034054,1.475196524,0.09823738
0.088085386,1.64547889,0.091619028
-0.270899488,1.757253318,0.084973583
-0.644326425,1.801544027,0.078692355
-1.018071438,1.77144716,0.073039631
-1.376914244,1.662569365,0.068157846
-1.705057492,1.473401963,0.064097606
-1.986719395,1.205608985,0.060854302
-2.206780598,0.86420884,0.058399277
-2.351460568,0.457632412,0.056701681
-2.408995675,-0.002355392,0.055742221
-2.370289321,-0.500879069,0.055521994
-2.229504246,-1.020322965,0.056069061
-1.98456748,-1.54084582,0.057445416
-1.637560339,-2.041029435,0.05975561
-1.194968578,-2.498645684,0.063159021
-0.66777209,-2.891519887,0.067887123
-0.071358429,-3.198463241,0.074267596
0.574748479,-3.400241911,0.082756657
1.247347078,-3.480547115,0.093979365
1.920199289,-3.426927597,0.108772284
2.564843681,-3.23164467,0.128209599
3.151568578,-2.892409187,0.153564967
3.650539109,-2.41295873,0.186109204
4.03309048,-1.803429552,0.226574011
4.273228292,-1.080468886,0.274084554
4.349390585,-0.267018255,0.324555407
4.246454013,0.608313331,0.369223856
3.957707003,1.512347427,0.395109556
3.486086866,2.40887107,0.389511448
2.843784693,3.260395664,0.347970989
2.050013261,4.029775858,0.279913973
1.128214306,4.681400892,0.205052959
0.104703898,5.182017693,0.141825183
-0.990570504,5.501562361,0.098162885
-2.122550212,5.614323769,0.071818652
-3.250642261,5.500420171,0.056659984
-4.3298179,5.147319331,0.047604202
-5.312598685,4.551145355,0.041798767
-6.15127701,3.717644241,0.037906085
-6.800123016,2.662764095,0.035310746
-7.217546807,1.412827158,0.033711105
-7.368199203,0.004271843,0.032961146
-7.224957067,-1.517051721,0.033016107
-6.770715722,-3.097035589,0.033920314
-5.999907575,-4.674905064,0.035821602
-4.919666767,-6.185215858,0.039017319
-3.550571919,-7.560208735,0.044056486
-1.926918323,-8.73245676,0.051962161
-0.096506674,-9.637728326,0.0647422
1.879989732,-10.21798696,0.086666502
3.929826032,-10.42447186,0.127814155
5.968301825,-10.2209005,0.215177741
7.895128631,-9.587191278,0.432144771
9.574784632,-8.525491097,1.076095268
10.74856504,-7.076117744,3.31706921
10.69011602,-5.374337721,11.29829209
7.653051563,-3.820507622,28.93882678
1.941335219,-3.115122521,28.95020791
-1.349123402,-3.360077291,11.05428267
-1.863071289,-3.988020496,3.016063196
-1.339753871,-4.645874348,0.872691603
-0.460453906,-5.204701647,0.325251765
0.576480595,-5.606881781,0.177698993
1.691229735,-5.816317838,0.142580426
2.828714321,-5.807419857,0.149259386
3.937045356,-5.563538145,0.182935586
4.962686937,-5.077625296,0.248709696
5.849266668,-4.353479097,0.366686444
6.536433835,-3.407290593,0.577722874
6.957462193,-2.269670899,0.95220773
7.036694676,-0.988411281,1.581871073
6.69526412,0.368604734,2.498530467
5.885850765,1.714001664,3.47115208
4.664425721,2.952940782,3.905651747
3.222580245,4.009188498,3.354798442
1.776826575,4.845840802,2.169152929
0.423720128,5.45723465,1.084362584
-0.855590701,5.844097332,0.445085956
-2.101039539,5.999613822,0.170817562
-3.319425292,5.911167552,0.07839182
-4.483988269,5.567418848,0.050822815
-5.55051866,4.963752194,0.041466402
-6.469355317,4.105080759,0.036950988
-7.191462003,3.007032938,0.0342018
-7.671716473,1.696305491,0.032516859
-7.871350967,0.210466927,0.031687215
-7.760120152,-1.402730331,0.031651359
-7.318251527,-3.086521205,0.032442731
-6.538110368,-4.776768786,0.034197825
-5.425497504,-6.404044759,0.037199893
-4.000504581,-7.896099268,0.041979358
-2.29787265,-9.180653246,0.049536095
-0.366836156,-10.18843315,0.061859079
1.729486281,-10.85636413,0.083256106
3.914883459,-11.13086165,0.124164393
6.100070206,-10.97126965,0.213605767
8.17829868,-10.35390509,0.446167769
10.00087208,-9.278886837,1.184950509
11.25895828,-7.78979939,3.996696998
10.98117541,-6.050947455,14.84873584
6.855666487,-4.585748045,36.67550234
0.491304486,-4.205980294,28.39241191
-2.0875514,-4.77192596,8.662908703
-1.98916795,-5.597108939,2.189341204
-1.040161468,-6.362850544,0.658062298
0.209567026,-6.956548588,0.28077426
1.597252206,-7.321547767,0.184806138
3.040893574,-7.420052111,0.176500858
4.4720366,-7.226456025,0.216628642
5.820548195,-6.727401088,0.316336717
7.008515396,-5.923737603,0.532927957
7.940279712,-4.834131285,1.018471323
8.477117861,-3.502368989,2.138177781
8.387172914,-2.013065618,4.579405113
7.332451187,-0.517867378,8.679910275
5.191008866,0.76098243,11.84792522
2.674774332,1.637939081,9.956570561
0.764963038,2.11253687,5.33843472
-0.393233239,2.309101342,2.142944804
-1.126095046,2.32982987,0.746423998
-1.674799732,2.221483358,0.260035124
-2.132964718,2.000612307,0.111324339
-2.519325556,1.674457319,0.068914512
-2.825670257,1.250234011,0.056609232
-3.036725141,0.738354434,0.052484249
-3.13727689,0.153289507,0.050864902
-3.114810468,-0.486434055,0.050409172
-2.960755351,-1.158614338,0.050846525
-2.671278329,-1.83798981,0.052182889
-2.247851776,-2.497043766,0.054532046
-1.697629171,-3.106970662,0.058097607
-1.033614854,-3.638775987,0.063198194
-0.274610949,-4.064475672,0.07031917
0.555068832,-4.358355342,0.080198146
1.426117586,-4.498245583,0.093962569
2.304971572,-4.466767459,0.113346969
3.154734761,-4.252503417,0.141022118
3.93624826,-3.851052833,0.18104661
4.60926039,-3.265937748,0.239339873
5.133695897,-2.509327619,0.323730499
5.471174356,-1.602536848,0.44235286
5.5872692,-0.576182659,0.598074122
5.455445575,0.530267351,0.776977889
5.063441663,1.670049843,0.935301077
4.420532634,2.792262936,1.003176191
3.559704412,3.846395309,0.925306969
2.528378363,4.786544513,0.716523599
1.371646807,5.573076315,0.464074791
0.122736109,6.171411522,0.259414623
-1.191658466,6.550284585,0.137054991
-2.540020061,6.681831105,0.07916889
-3.880261672,6.543594301,0.054845105
-5.161287972,6.121080024,0.043927535
-6.32730834,5.409824342,0.037963113
-7.321730429,4.416745169,0.034192879
-8.090223618,3.160882701,0.031734019
-8.583387055,1.673609131,0.030242157
-8.75925878,-0.001681544,0.029564544
-8.585673245,-1.810415151,0.029656966
-8.042387859,-3.688213072,0.030568518
-7.122882849,-5.562786784,0.032458795
-5.835739927,-7.356314257,0.035653183
-4.205519653,-8.988240412,0.040770001
-2.273082095,-10.37842406,0.049012626
-0.095345101,-11.45054258,0.062891904
2.255408778,-12.13566464,0.088217748
4.692213997,-12.37594814,0.140383525
7.112308038,-12.1286173,0.267595196
9.386403117,-11.37121491,0.6529532
11.29832549,-10.1132172,2.139771009
12.21662807,-8.441230515,8.988002544
9.806166228,-6.722831166,34.09496681
2.096559074,-5.962960226,44.66544972
-2.49787435,-6.580174405,14.75497749
-2.60189285,-7.671882385,3.285377314
